name,checked,lemma,path,dictionary
bandeirinha,bandeirinha,bandeirinho,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/bandeirinha.wmv'],Acessibilidades2
barulhento,barulhento,Barulhento,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/barulhento.wmv'],Acessibilidades2
cadarco,cadarço,cadarco,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/cadarco.wmv'],Acessibilidades2
decapitar,decapitar,decapitar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/decapitar.wmv'],Acessibilidades2
agredir,agredir,agredir,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/agredir.wmv'],Acessibilidades2
satisfeito,satisfeito,satisfeito,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/satisfeito.wmv'],Acessibilidades2
perambular,perambular,perambular,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/perambular.wmv'],Acessibilidades2
congelar,congelar,congelar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/congelar.wmv'],Acessibilidades2
roraima,roraima,roraimo,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/roraima.wmv'],Acessibilidades2
desesperar,desesperar,desesperar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/desesperar.wmv'],Acessibilidades2
pavor,pavor,Pavor,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/pavor.wmv'],Acessibilidades2
aleijar,aleijar,aleijar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/aleijar.wmv'],Acessibilidades2
tirar,tirar,tirar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/tirar.wmv'],Acessibilidades2
grecia,grécia,grecia,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/grecia.wmv'],Acessibilidades2
varejo,varejo,varejo,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/varejo.wmv'],Acessibilidades2
sim,sim,sim,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/sim.wmv'],Acessibilidades2
esconder,esconder,esconder,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/esconder.wmv'],Acessibilidades2
milho,milho,milho,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/milho.wmv'],Acessibilidades2
concordar,concordar,concordar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/concordar.wmv'],Acessibilidades2
meia hora,meia hora,meia,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/meia-hora.wmv'],Acessibilidades2
bocejar,bocejar,bocejar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/bocejar.wmv'],Acessibilidades2
montanha,montanha,montanha,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/montanha.wmv'],Acessibilidades2
girar,girar,girar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/girar.wmv'],Acessibilidades2
abusado,abusado,abusar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/abusado.wmv'],Acessibilidades2
recordar,recordar,recordar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/recordar.wmv'],Acessibilidades2
grifar,grifar,grifar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/grifar.wmv'],Acessibilidades2
rim,rim,rim,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/rim.wmv'],Acessibilidades2
arrepender,arrepender,arrepender,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/arrepender.wmv'],Acessibilidades2
retribuir,retribuir,retribuir,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/retribuir.wmv'],Acessibilidades2
comprido,comprido,comprido,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/comprido3.wmv'],Acessibilidades2
comprido,comprido,comprido,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/comprido.wmv'],Acessibilidades2
decente,decente,decente,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/decente.wmv'],Acessibilidades2
falso,falso,falso,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/falso1.wmv'],Acessibilidades2
falso,falso,falso,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/falso3.wmv'],Acessibilidades2
falso,falso,falso,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/falso2.wmv'],Acessibilidades2
proposta,proposta,proposta,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/proposta.wmv'],Acessibilidades2
aferir,aferir,aferir,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/aferir1.wmv'],Acessibilidades2
aferir,aferir,aferir,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/aferir2.wmv'],Acessibilidades2
primeiro,primeiro,primeiro,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/primeiro2.wmv'],Acessibilidades2
primeiro,primeiro,primeiro,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/primeiro1.wmv'],Acessibilidades2
postico,postiço,postico,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/postico.wmv'],Acessibilidades2
exposicao,exposição,exposicao,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/exposicao.wmv'],Acessibilidades2
salame,salame,salame,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/salame.wmv'],Acessibilidades2
bicho,bicho,bicho,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/bicho3.wmv'],Acessibilidades2
bicho,bicho,bicho,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/bicho1.wmv'],Acessibilidades2
bicho,bicho,bicho,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/bicho2.wmv'],Acessibilidades2
bicho,bicho,bicho,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/bicho4.wmv'],Acessibilidades2
creme dental,creme dental,creme,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/creme-dental.wmv'],Acessibilidades2
pagamento,pagamento,pagamento,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/pagamento1.wmv'],Acessibilidades2
pagamento,pagamento,pagamento,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/pagamento2.wmv'],Acessibilidades2
cadeira,cadeira,cadeira,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/cadeira.wmv'],Acessibilidades2
difamar,difamar,difamar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/difamar.wmv'],Acessibilidades2
queijo,queijo,queijo,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/queijo.wmv'],Acessibilidades2
cintura,cintura,cinturar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/cintura.wmv'],Acessibilidades2
luxo,luxo,luxo,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/luxo.wmv'],Acessibilidades2
biscoito,biscoito,biscoito,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/biscoito.wmv'],Acessibilidades2
gargalhar,gargalhar,gargalhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/gargalhar1.wmv'],Acessibilidades2
gargalhar,gargalhar,gargalhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/gargalhar2.wmv'],Acessibilidades2
violentado,violentado,violentar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/violentado.wmv'],Acessibilidades2
goiгnia,goiгnia,goiгnia,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/goiГnia.wmv'],Acessibilidades2
digitador,digitador,digitador,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/digitador.wmv'],Acessibilidades2
processar,processar,processar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/processar.wmv'],Acessibilidades2
rigoroso,rigoroso,rigoroso,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/rigoroso.wmv'],Acessibilidades2
colegio,colégio,colegio,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/colegio.wmv'],Acessibilidades2
viajar,viajar,viajar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/viajar.wmv'],Acessibilidades2
viajar,viajar,viajar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/viajar2.wmv'],Acessibilidades2
cravar,cravar,cravar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/cravar.wmv'],Acessibilidades2
ajoelhar,ajoelhar,ajoelhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/ajoelhar.wmv'],Acessibilidades2
sino,sino,Sino,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/sino.wmv'],Acessibilidades2
zepelim,zepelim,zepelimr,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/zepelim.wmv'],Acessibilidades2
verba,verba,verba,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/verba.wmv'],Acessibilidades2
vistoria,vistoria,vistor,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/vistoria.wmv'],Acessibilidades2
provar,provar,provar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/provar1.wmv'],Acessibilidades2
provar,provar,provar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/provar2.wmv'],Acessibilidades2
provar,provar,provar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/provar4.wmv'],Acessibilidades2
provar,provar,provar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/provar3.wmv'],Acessibilidades2
brilho,brilho,brilho,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/brilho.wmv'],Acessibilidades2
insulto,insulto,insulto,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/insulto.wmv'],Acessibilidades2
humorado,humorado,humorar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/humorado.wmv'],Acessibilidades2
coroa,coroa,coroa,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/coroa.wmv'],Acessibilidades2
salto alto,salto alto,salto,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/salto-alto.wmv'],Acessibilidades2
semestre,semestre,semestre,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/semestre.wmv'],Acessibilidades2
reporter,repórter,reporter,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/reporter.wmv'],Acessibilidades2
bastao,bastão,bastao,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/bastao.wmv'],Acessibilidades2
borbulhar,borbulhar,borbulhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/borbulhar.wmv'],Acessibilidades2
doenca,doença,doenca,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/doenca.wmv'],Acessibilidades2
reitor,reitor,reitor,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/reitor.wmv'],Acessibilidades2
projetor de slides,projetor de slides,projetor,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/projetor_de_slides.wmv'],Acessibilidades2
norte,norte,norte,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/norte.wmv'],Acessibilidades2
branco,branco,branco,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/branco2.wmv'],Acessibilidades2
branco,branco,branco,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/branco.wmv'],Acessibilidades2
chicotear,chicotear,chicotear,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/chicotear.wmv'],Acessibilidades2
monstro,monstro,monstro,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/monstro.wmv'],Acessibilidades2
incluir,incluir,incluir,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/incluir.wmv'],Acessibilidades2
marcar,marcar,marcar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/marcar2.wmv'],Acessibilidades2
marcar,marcar,marcar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/marcar1.wmv'],Acessibilidades2
andar,andar,andar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/andar4.wmv'],Acessibilidades2
andar,andar,andar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/andar6.wmv'],Acessibilidades2
andar,andar,andar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/andar3.wmv'],Acessibilidades2
andar,andar,andar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/andar1.wmv'],Acessibilidades2
andar,andar,andar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/andar7.wmv'],Acessibilidades2
andar,andar,andar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/andar5.wmv'],Acessibilidades2
andar,andar,andar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/andar2.wmv'],Acessibilidades2
espremer,espremer,espremer,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/espremer.wmv'],Acessibilidades2
narrar,narrar,narrar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/narrar.wmv'],Acessibilidades2
trauma,trauma,traum,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/trauma.wmv'],Acessibilidades2
policia civil,policia civil,policiar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/policia_civil.wmv'],Acessibilidades2
crer,crer,crer,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/crer.wmv'],Acessibilidades2
embriagar,embriagar,embriagar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/embriagar.wmv'],Acessibilidades2
assinatura,assinatura,assinatura,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/assinatura.wmv'],Acessibilidades2
atalho,atalho,atalho,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/atalho.wmv'],Acessibilidades2
camera de vigilancia,câmera de vigilância,camera,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/camera_de_vigilancia.wmv'],Acessibilidades2
videogame,videogame,videogame,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/videogame.wmv'],Acessibilidades2
inscricao,inscrição,inscricao,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/inscricao.wmv'],Acessibilidades2
participacao,participação,participacao,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/participacao2.wmv'],Acessibilidades2
liquid paper,liquid paper,liquidr,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/liquid-paper.wmv'],Acessibilidades2
pitada,pitada,pitar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/pitada.wmv'],Acessibilidades2
fundo,fundo,Fundo,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/fundo.wmv'],Acessibilidades2
humilhado,humilhado,humilhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/humilhado.wmv'],Acessibilidades2
passaporte,passaporte,passaporte,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/passaporte.wmv'],Acessibilidades2
honrar,honrar,honrar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/honrar.wmv'],Acessibilidades2
telhado,telhado,telhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/telhado.wmv'],Acessibilidades2
foto,foto,foto,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/foto.wmv'],Acessibilidades2
lombada,lombada,lombar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/lombada.wmv'],Acessibilidades2
torneio,torneio,torneio,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/torneio.wmv'],Acessibilidades2
capa de chuva,capa de chuva,capa,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/capa-de-chuva.wmv'],Acessibilidades2
exato,exato,exato,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/exato.wmv'],Acessibilidades2
pimentao,pimentão,pimentao,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/pimentao.wmv'],Acessibilidades2
parque de diversao,parque de diversão,parque,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/parque-de-diversao.wmv'],Acessibilidades2
alimento,alimento,alimento,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/alimento.wmv'],Acessibilidades2
brinde,brinde,brinde,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/brinde.wmv'],Acessibilidades2
sexo,sexo,sexo,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/sexo.wmv'],Acessibilidades2
interruptor,interruptor,interruptor,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/interruptor.wmv'],Acessibilidades2
abolicao,abolição,abolicao,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/abolicao.wmv'],Acessibilidades2
tratar,tratar,tratar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/tratar.wmv'],Acessibilidades2
extraviar,extraviar,extraviar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/extraviar.wmv'],Acessibilidades2
xeretar,xeretar,xeretar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/xeretar.wmv'],Acessibilidades2
sinal,sinal,sinal,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/sinal1.wmv'],Acessibilidades2
sinal,sinal,sinal,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/sinal3.wmv'],Acessibilidades2
sinal,sinal,sinal,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/sinal2.wmv'],Acessibilidades2
besteira,besteira,besteira,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/besteira.wmv'],Acessibilidades2
terceiro,terceiro,terceiro,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/terceiro.wmv'],Acessibilidades2
cotovelada,cotovelada,cotovelar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/cotovelada.wmv'],Acessibilidades2
prioridade,prioridade,prioridade,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/prioridade.wmv'],Acessibilidades2
trinca,trinca,trinca,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/trinca.wmv'],Acessibilidades2
mama,mama,mamar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/mama.wmv'],Acessibilidades2
remorso,remorso,remorso,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/remorso.wmv'],Acessibilidades2
barbeador,barbeador,barbeador,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/barbeador.wmv'],Acessibilidades2
umedecer,umedecer,umedecer,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/umedecer.wmv'],Acessibilidades2
minimo,mínimo,minimo,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/minimo2.wmv'],Acessibilidades2
minimo,mínimo,minimo,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/minimo1.wmv'],Acessibilidades2
minuto,minuto,minuto,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/minuto.wmv'],Acessibilidades2
ventilador de teto,ventilador de teto,ventilador,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/ventilador de teto.wmv'],Acessibilidades2
vinho,vinho,vinho,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/vinho.wmv'],Acessibilidades2
folga,folga,folgar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/folga.wmv'],Acessibilidades2
folga,folga,folgar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/folga2.wmv'],Acessibilidades2
recente,recente,recente,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/recente.wmv'],Acessibilidades2
vacinar,vacinar,vacinar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/vacinar2.wmv'],Acessibilidades2
vacinar,vacinar,vacinar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/vacinar1.wmv'],Acessibilidades2
aspirador de po,aspirador de pó,aspirador,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/aspirador-de-po.wmv'],Acessibilidades2
molhado,molhado,molhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/molhado.wmv'],Acessibilidades2
mico,mico,mico,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/mico.wmv'],Acessibilidades2
tecnologia,tecnologia,tecnologia,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/tecnologia.wmv'],Acessibilidades2
salpicar,salpicar,salpicar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/salpicar.wmv'],Acessibilidades2
orquestra,orquestra,orquestro,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/orquestra.wmv'],Acessibilidades2
colocar,colocar,colocar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/colocar.wmv'],Acessibilidades2
saldo,saldo,saldo,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/saldo.wmv'],Acessibilidades2
azeitona,azeitona,azeitonar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/azeitona.wmv'],Acessibilidades2
milagre,milagre,milagre,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/milagre.wmv'],Acessibilidades2
ambos,ambos,ambos,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/ambos.wmv'],Acessibilidades2
assustar,assustar,assustar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/assustar.wmv'],Acessibilidades2
grato,grato,grato,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/grato.wmv'],Acessibilidades2
pressao,pressão,pressao,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/pressao.wmv'],Acessibilidades2
poluido,poluído,poluer,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/poluido.wmv'],Acessibilidades2
uisque,uísque,uisque,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/uisque.wmv'],Acessibilidades2
natureza,natureza,natureza,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/natureza.wmv'],Acessibilidades2
transcricao,transcrição,transcricao,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/transcricao.wmv'],Acessibilidades2
segundo,segundo,segundo,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/segundo.wmv'],Acessibilidades2
vagina,vagina,vagina,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/vagina.wmv'],Acessibilidades2
vagina,vagina,vagina,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/vagina2.wmv'],Acessibilidades2
duende,duende,duender,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/duende.wmv'],Acessibilidades2
correria,correria,correrio,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/correria.wmv'],Acessibilidades2
sol,sol,sol,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/sol.wmv'],Acessibilidades2
pousar,pousar,pousar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/pousar.wmv'],Acessibilidades2
ver,ver,ver,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/ver.wmv'],Acessibilidades2
ver,ver,ver,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/ver2.wmv'],Acessibilidades2
largada,largada,largar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/largada1.wmv'],Acessibilidades2
porto alegre,porto alegre,Porto,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/porto alegre.wmv'],Acessibilidades2
oposicao,oposição,oposicao,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/oposicao.wmv'],Acessibilidades2
mato grosso,mato grosso,mato,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/mato grosso.wmv'],Acessibilidades2
encardenacao,encardenacao,encardenacao,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/encardenacao.wmv'],Acessibilidades2
intrometer,intrometer,intrometer,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/intrometer.wmv'],Acessibilidades2
gestacao,gestação,gestacao,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/gestacao1.wmv'],Acessibilidades2
gestacao,gestação,gestacao,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/gestacao2.wmv'],Acessibilidades2
cumprimentar,cumprimentar,cumprimentar,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/cumprimentar.wmv'],Acessibilidades2
macaco,macaco,Macaco,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/macaco.wmv'],Acessibilidades2
embora,embora,embora,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/embora.wmv'],Acessibilidades2
promocao,promoção,promocao,['/mnt/E-SSD/LIBRAS_datasets/datasets/acessibilidade_2/videos/promocao.wmv'],Acessibilidades2
